StockCode,Description,quantity,revenue
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,1,4.95
90081A,LILY BROOCH AMETHYST COLOUR,5,24.75
90081C,LILY BROOCH OLIVE COLOUR,5,24.840000000000003
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,7,45.35
90082B,DIAMANTE BOW BROOCH RED COLOUR,2,12.7
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,1,6.35
90083,CRYSTAL CZECH CROSS PHONE CHARM,21,16.95
90085,CRYSTAL STILETTO PHONE CHARM,12,10.2
90086,CRYSTAL FROG PHONE CHARM,79,50.29
90087,CRYSTAL SEA HORSE PHONE CHARM,94,40.18
90089,PINK CRYSTAL SKULL PHONE CHARM,28,9.64
90093,CLEAR CRYSTAL STAR PHONE CHARM,34,9.34
90094,NECKLACE+BRACELET SET FRUIT SALAD,6,15.299999999999999
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,5,12.75
90098,NECKLACE+BRACELET PINK BUTTERFLY,16,40.8
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,14,35.699999999999996
90101,WHITE FRANGIPANI NECKLACE,15,37.76
90103,PURPLE FRANGIPANI NECKLACE,6,15.02
90108,BLUE BLOSSOM HAIR CLIP,16,22.44
90114,SUMMER DAISIES BAG CHARM,65,164.57999999999998
90116,FRUIT SALAD BAG CHARM,23,45.8
90118,PINK DAISY BAG CHARM,15,37.44
90119,METALIC LEAVES BAG CHARMS,63,155.7
90120B,BLUE MURANO TWIST BRACELET,17,71.55
90120C,GREEN MURANO TWIST BRACELET,16,67.4
90122A,PINK CRYSTAL+GLASS BRACELET,3,14.940000000000001
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,9,44.67
90123A,PINK HEART OF GLASS BRACELET,1,5.82
90123D,WHITE HEART OF GLASS BRACELET,2,11.64
90124A,PINK MURANO TWIST NECKLACE,3,29.849999999999998
90124B,BLUE MURANO TWIST NECKLACE,2,19.91
90124C,GREEN MURANO TWIST NECKLACE,5,49.78
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,6,12.600000000000001
90128C,GREEN LEAVES AND BEADS PHONE CHARM,1,2.46
90129A,PINK GLASS TASSLE BAG CHARM,4,6.52
90129B,TURQUOISE GLASS TASSLE BAG CHARM,18,49.14000000000001
90129C,GREEN GLASS TASSLE BAG CHARM,14,34.7
90129D,AMBER GLASS TASSLE BAG CHARM,10,26.860000000000003
90129E,PURPLE GLASS TASSLE BAG CHARM,12,27.480000000000004
90129F,RED GLASS TASSLE BAG CHARM,16,41.92
90130A,WHITE STONE/CRYSTAL EARRINGS,5,14.6
90130B,TURQ STONE/CRYSTAL EARRINGS,17,49.650000000000006
90130C,GREEN STONE/CRYSTAL EARRINGS,6,17.45
90130D,RED STONE/CRYSTAL EARRINGS,2,5.8
90133,TEAL/FUSCHIA COL BEAD NECKLACE,13,64.5
90134,OLD ROSE COMBO BEAD NECKLACE,15,43.5
90138,WHITE/PINK MINI CRYSTALS NECKLACE,2,10.8
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,2,10.8
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,1,4.98
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,4,21.6
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,2,9.9
90142D,MOP PENDANT SHELL NECKLACE,3,14.850000000000001
90143,SILVER BRACELET W PASTEL FLOWER,5,38.7
90144,SILVER DROP EARRINGS WITH FLOWER,4,14.92
90145,SILVER HOOP EARRINGS WITH FLOWER,10,60.06
90146,FINE SILVER NECKLACE W PASTEL FLOWE,10,41.65
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,8,80.05
90148,LONG SILVER NECKLACE PASTEL FLOWER,2,25.5
90149,SILVER FLOWR PINK SHELL NECKLACE,52,335.26000000000005
90151,SILVER/NATURAL SHELL NECKLACE,2,17
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,2,11.350000000000001
90154,LAZER CUT NECKLACE W PASTEL BEADS,53,385.95
90155,RESIN NECKLACE W PASTEL BEADS,4,29.98
90157,RIVIERA NECKLACE,6,29.73
90158,ST TROPEZ NECKLACE,21,104.25
90159,COTE D'AZURE NECKLACE,2,9.93
90160A,PURPLE BOUDICCA LARGE BRACELET,11,76.57000000000001
90160B,RED BOUDICCA LARGE BRACELET,10,69.5
90160C,TURQ+RED BOUDICCA LARGE BRACELET,22,153.38
90160D,PINK BOUDICCA LARGE BRACELET,20,139
90161A,ANT COPPER RED BOUDICCA BRACELET,6,29.76
90161B,ANT COPPER TURQ BOUDICCA BRACELET,40,198.25
90161C,ANT COPPER LIME BOUDICCA BRACELET,45,223.09
90161D,ANT COPPER PINK BOUDICCA BRACELET,34,168.66000000000003
90162A,ANT SILVER TURQUOISE BOUDICCA RING,6,17.700000000000003
90162B,ANT SILVER LIME GREEN BOUDICCA RING,17,50.150000000000006
90162C,ANT SILVER FUSCHIA BOUDICCA RING,4,11.8
90162D,ANT SILVER PURPLE BOUDICCA RING,4,11.8
90163A,PINK ROSEBUD & PEARL NECKLACE,5,37.44
90163B,WHITE ROSEBUD & PEARL NECKLACE,2,14.96
90164A,PINK ROSEBUD PEARL BRACELET,16,47.79
90164B,WHITE  ROSEBUD PEARL BRACELET,29,73.14
90165A,PINK ROSEBUD PEARL EARRINGS,4,9.92
90165B,WHITE ROSEBUD  PEARL EARRINGS,9,22.32
90166,PINK & WHITE ROSEBUD RING,12,50.1
90168,2 DAISIES HAIR COMB,13,38
90169,DAISY HAIR COMB,9,22.74
90170,DAISY HAIR BAND,32,52.8
90173,PAIR BUTTERFLY HAIR CLIPS,1,3.75
90174,BUTTERFLY HAIR BAND,23,57.67
90175A,WHITE GLASS CHUNKY CHARM BRACELET,9,82.35000000000001
90175B,PINK GLASS CHUNKY CHARM BRACELET,4,36.4
90175C,BLUE GLASS CHUNKY CHARM BRACELET,2,17.9
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,11,100.65
90176A,CLASSIC DIAMANTE NECKLACE JET,2,15
90176B,DIAMANTE NECKLACE BLACK,3,22.48
90176D,DIAMANTE NECKLACE PURPLE,3,22.5
90176E,DIAMANTE NECKLACE GREEN,2,14.98
90177A,CLASSIC DIAMANTE EARRINGS JET,9,26.400000000000002
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,3,8.7
90177C,DROP DIAMANTE EARRINGS CRYSTAL,9,26.400000000000002
90177D,DROP DIAMANTE EARRINGS PURPLE,12,35.2
90177E,DROP DIAMANTE EARRINGS GREEN,7,20.6
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,1,11.95
90179A,AMBER FINE BEAD NECKLACE W TASSEL,4,23.54
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,3,17.59
90179C,BLACK FINE BEAD NECKLACE W TASSEL,2,11.77
90180A,BLACK+WHITE NECKLACE W TASSEL,8,37.660000000000004
90180B,PURPLE AMETHYST NECKLACE W TASSEL,3,29.91
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,4,36.4
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,6,54.900000000000006
90182A,AMBER 3 BEAD DROP EARRINGS,6,17.4
90182B,AMETHYST 3 BEAD DROP EARRINGS,4,11.6
90182C,BLACK 3 BEAD DROP EARRINGS,10,29.300000000000004
90183A,AMBER DROP EARRINGS W LONG BEADS,16,46.800000000000004
90183B,AMETHYST DROP EARRINGS W LONG BEADS,9,26.099999999999998
90183c,BLACK DROP EARRINGS W LONG BEADS,1,2.9
90183C,BLACK DROP EARRINGS W LONG BEADS,6,17.4
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,1,8.95
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,11,99.65
90184c,BLACK CHUNKY BEAD BRACELET W STRAP,1,9.15
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,6,54.5
90185A,AMBER DIAMANTE EXPANDABLE RING,9,37.95
90185B,AMETHYST DIAMANTE EXPANDABLE RING,9,37.95
90185C,BLACK DIAMANTE EXPANDABLE RING,7,29.65
90186A,AMETHYST HOOP EARRING FLORAL LEAF,1,2.9
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,14,41.050000000000004
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,4,13.28
90188,DROP EARRINGS W FLOWER & LEAF,6,15.09
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,2,15
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,5,14.5
90190B,GOLD/AMBER DROP EARRINGS W LEAF,1,2.9
90190C,SILVER/AMETHYST DROP EARRINGS LEAF,8,23.25
90191,SILVER LARIAT 40CM,21,100.61000000000001
90192,JADE DROP EARRINGS W FILIGREE,17,84.33000000000001
90194,SILVER LARIAT BLACK STONE EARRINGS,5,21.25
90195A,PURPLE GEMSTONE BRACELET,9,32.75
90195B,BLACK GEMSTONE BRACELET,2,12.080000000000002
90196A,PURPLE GEMSTONE NECKLACE 45CM,2,25.5
90196B,BLACK GEMSTONE NECKLACE 45CM,2,25.5
90197B,BLACK GLASS BRACELET W HEART CHARMS,10,49.77
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,36,150.9
90198B,VINTAGE ROSE BEAD BRACELET BLACK,14,59.3
90199A,5 STRAND GLASS NECKLACE BLACK,2,12.7
90199B,5 STRAND GLASS NECKLACE AMETHYST,7,43.85
90199C,5 STRAND GLASS NECKLACE CRYSTAL,10,63.26
90199D,5 STRAND GLASS NECKLACE AMBER,2,12.58
90200A,PURPLE SWEETHEART BRACELET,33,138.75
90200B,BLACK SWEETHEART BRACELET,25,105.15
90200D,PINK SWEETHEART BRACELET,70,283.2
90200E,GREEN SWEETHEART BRACELET,48,190.8
90201A,PURPLE ENAMEL FLOWER RING,34,99.95
90201B,BLACK ENAMEL FLOWER RING,40,117.80000000000001
90201C,RED ENAMEL FLOWER RING,29,85.4
90201D,GREEN ENAMEL FLOWER RING,34,99.95
90202A,PURPLE ENAMEL FLOWER HAIR TIE,12,35.1
90202B,WHITE ENAMEL FLOWER HAIR TIE,10,29.300000000000004
90202C,GREEN ENAMEL FLOWER HAIR TIE,10,29.300000000000004
90202D,PINK ENAMEL FLOWER HAIR TIE,11,32.2
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,14,46.66
90205A,LARGE MINT DIAMANTE HAIRSLIDE,9,14.85
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,9,14.85
90206A,GOLD DIAMANTE STAR BROOCH,3,14.91
90206C,CRYSTAL DIAMANTE STAR BROOCH,16,79.56
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,29,72.55
90209A,PURPLE ENAMEL+GLASS HAIR COMB,46,96.6
90209B,GREEN ENAMEL+GLASS HAIR COMB,1,2.1
90209C,PINK ENAMEL+GLASS HAIR COMB,7,14.61
90210A,GREY ACRYLIC FACETED BANGLE,1,2.9
90210B,CLEAR ACRYLIC FACETED BANGLE,26,37.7
90210C,RED   ACRYLIC FACETED BANGLE,22,25.8
90210D,PURPLE ACRYLIC FACETED BANGLE,21,22.9
90211A,DIAMOND LAS VEGAS NECKLACE 45CM,6,35.31
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,2,11.9
90214A,"LETTER ""A"" BLING KEY RING",49,34.85
90214B,"LETTER ""B"" BLING KEY RING",14,5.14
90214C,"LETTER ""C"" BLING KEY RING",35,17.529999999999998
90214D,"LETTER ""D"" BLING KEY RING",33,17.369999999999997
90214E,"LETTER ""E"" BLING KEY RING",34,17.24
90214F,"LETTER ""F"" BLING KEY RING",15,5.43
90214G,"LETTER ""G"" BLING KEY RING",32,15.579999999999998
90214H,"LETTER ""H"" BLING KEY RING",26,17.5
90214I,"LETTER ""I"" BLING KEY RING",16,6.26
90214J,"LETTER ""J"" BLING KEY RING",26,17.619999999999997
90214K,"LETTER ""K"" BLING KEY RING",35,18.07
90214L,"LETTER ""L"" BLING KEY RING",45,18.33
90214M,"LETTER ""M"" BLING KEY RING",22,14.299999999999999
90214N,"LETTER ""N"" BLING KEY RING",19,10.01
90214O,"LETTER ""O"" BLING KEY RING",14,5.14
90214P,"LETTER ""P"" BLING KEY RING",26,8.079999999999998
90214R,"LETTER ""R"" BLING KEY RING",16,6.26
90214S,"LETTER ""S"" BLING KEY RING",45,28.889999999999997
90214T,"LETTER ""T"" BLING KEY RING",14,5.14
90214U,"LETTER ""U"" BLING KEY RING",12,3.4799999999999995
90214V,"LETTER ""V"" BLING KEY RING",14,5.14
90214W,"LETTER ""W"" BLING KEY RING",12,3.4799999999999995
90214Y,"LETTER ""Y"" BLING KEY RING",62,19.06
90214Z,"LETTER ""Z"" BLING KEY RING",15,5.97
BANK CHARGES,Bank Charges,7,90.001
C2,CARRIAGE,54,2700
DCGSSBOY,BOYS PARTY BAG,3,9.870000000000001
DCGSSGIRL,GIRLS PARTY BAG,2,6.58
DOT,DOTCOM POSTAGE,138,85834.48
gift_0001_10,Dotcomgiftshop Gift Voucher £10.00,1,8.33
gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1,16.67
M,Manual,6360,30039.79
PADS,PADS TO MATCH ALL CUSHIONS,2,0.001
POST,POSTAGE,1132,25298.45
S,SAMPLES,1,33.05
